description	geneID
WD40 repeat	maker-scaffold_215-snap-gene-0.206
WD40 repeat	maker-scaffold_215-snap-gene-0.206
WD40 repeat	maker-scaffold_215-snap-gene-0.206
WD40 repeat	maker-scaffold_215-snap-gene-0.206
WD40 repeat	maker-scaffold_316-snap-gene-0.104
WD40 repeat	maker-scaffold_316-snap-gene-0.104
WD40 repeat	augustus_masked-scaffold_89-processed-gene-0.126
WD40 repeat	augustus_masked-scaffold_89-processed-gene-0.126
WD40 repeat	augustus_masked-scaffold_89-processed-gene-0.126
WD40 repeat	snap_masked-scaffold_149-processed-gene-0.22
WD40 repeat	snap_masked-scaffold_149-processed-gene-0.22
WD40 repeat	snap_masked-scaffold_149-processed-gene-0.22
WD40 repeat	snap_masked-scaffold_149-processed-gene-0.22
WD40 repeat	snap_masked-scaffold_149-processed-gene-0.22
WD40 repeat	snap_masked-scaffold_149-processed-gene-0.22
WD40 repeat	snap_masked-scaffold_149-processed-gene-0.22
WD40 repeat	snap_masked-scaffold_149-processed-gene-0.22
WD40 repeat	snap_masked-scaffold_149-processed-gene-0.22
WD40 repeat	snap_masked-scaffold_149-processed-gene-0.22
WD40 repeat	augustus_masked-scaffold_405-processed-gene-0.50
WD40 repeat	augustus_masked-scaffold_405-processed-gene-0.50
WD40 repeat	augustus_masked-scaffold_405-processed-gene-0.50
WD40 repeat	maker-scaffold_213-snap-gene-0.179
WD40 repeat	maker-scaffold_213-snap-gene-0.179
WD40 repeat	maker-scaffold_213-snap-gene-0.179
WD40 repeat	maker-scaffold_213-snap-gene-0.179
WD40 repeat	maker-scaffold_213-snap-gene-0.179
WD40 repeat	maker-scaffold_213-snap-gene-0.179
WD40 repeat	maker-scaffold_3-snap-gene-0.114
WD40 repeat	maker-scaffold_3-snap-gene-0.114
WD40 repeat	maker-scaffold_3-snap-gene-0.114
WD40 repeat	maker-scaffold_3-snap-gene-0.114
WD40 repeat	maker-scaffold_3-snap-gene-0.114
WD40 repeat	maker-scaffold_3-snap-gene-0.114
WD40 repeat	maker-scaffold_3-snap-gene-0.114
WD40 repeat	maker-scaffold_79-snap-gene-0.319
WD40 repeat	maker-scaffold_79-snap-gene-0.319
WD40 repeat	maker-scaffold_79-snap-gene-0.319
WD40 repeat	maker-scaffold_79-snap-gene-0.319
WD40 repeat	maker-scaffold_79-snap-gene-0.319
WD40 repeat	maker-scaffold_79-snap-gene-0.319
WD40 repeat	maker-scaffold_79-snap-gene-0.319
WD40 repeat	maker-scaffold_79-snap-gene-0.319
WD40 repeat	maker-scaffold_79-snap-gene-0.319
WD40 repeat	maker-scaffold_79-snap-gene-0.319
WD40 repeat	maker-scaffold_9-snap-gene-1.222
WD40 repeat	maker-scaffold_9-snap-gene-1.222
WD40 repeat	maker-scaffold_9-snap-gene-1.222
WD40 repeat	maker-scaffold_9-snap-gene-1.222
WD40 repeat	maker-scaffold_9-snap-gene-1.222
WD40 repeat	maker-scaffold_9-snap-gene-1.222
WD40 repeat	maker-scaffold_160-snap-gene-0.389
WD40 repeat	maker-scaffold_160-snap-gene-0.389
WD40 repeat	maker-scaffold_59-augustus-gene-1.2
WD40 repeat	maker-scaffold_59-augustus-gene-1.2
WD40 repeat	maker-scaffold_59-augustus-gene-1.2
WD40 repeat	maker-scaffold_59-augustus-gene-1.2
WD40 repeat	maker-scaffold_59-augustus-gene-1.2
WD40 repeat	maker-scaffold_59-augustus-gene-1.2
WD40 repeat	maker-scaffold_62-snap-gene-0.55
WD40 repeat	maker-scaffold_62-snap-gene-0.55
WD40 repeat	maker-scaffold_62-snap-gene-0.55
WD40 repeat	maker-scaffold_62-snap-gene-0.55
WD40 repeat	maker-scaffold_62-snap-gene-0.55
WD40 repeat	maker-scaffold_62-snap-gene-0.55
WD40 repeat	maker-scaffold_62-snap-gene-0.55
WD40 repeat	maker-scaffold_62-snap-gene-0.55
WD40 repeat	maker-scaffold_62-snap-gene-0.55
WD40 repeat	maker-scaffold_62-snap-gene-0.55
WD40 repeat	maker-scaffold_62-snap-gene-0.55
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_18-snap-gene-1.63
WD40 repeat	maker-scaffold_174-snap-gene-0.122
WD40 repeat	maker-scaffold_174-snap-gene-0.122
WD40 repeat	maker-scaffold_174-snap-gene-0.122
WD40 repeat	maker-scaffold_174-snap-gene-0.122
WD40 repeat	maker-scaffold_174-snap-gene-0.122
WD40 repeat	maker-scaffold_174-snap-gene-0.122
WD40 repeat	maker-scaffold_174-snap-gene-0.122
WD40 repeat	maker-scaffold_174-snap-gene-0.122
WD40 repeat	maker-scaffold_264-snap-gene-0.2
WD40 repeat	maker-scaffold_264-snap-gene-0.2
WD40 repeat	maker-scaffold_36-snap-gene-2.104
WD40 repeat	maker-scaffold_36-snap-gene-2.104
WD40 repeat	maker-scaffold_36-snap-gene-2.104
WD40 repeat	maker-scaffold_36-snap-gene-2.104
WD40 repeat	maker-scaffold_36-snap-gene-2.104
WD40 repeat	maker-scaffold_36-snap-gene-2.104
WD40 repeat	maker-scaffold_36-snap-gene-2.104
WD40 repeat	maker-scaffold_36-snap-gene-2.104
WD40 repeat	maker-scaffold_452-snap-gene-0.0
WD40 repeat	maker-scaffold_452-snap-gene-0.0
WD40 repeat	maker-scaffold_48-snap-gene-0.99
WD40 repeat	maker-scaffold_48-snap-gene-0.99
WD40 repeat	maker-scaffold_48-snap-gene-0.99
WD40 repeat	maker-scaffold_48-snap-gene-0.99
WD40 repeat	maker-scaffold_48-snap-gene-0.99
WD40 repeat	maker-scaffold_48-snap-gene-0.99
WD40 repeat	maker-scaffold_48-snap-gene-0.99
WD40 repeat	maker-scaffold_48-snap-gene-0.99
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_245-snap-gene-0.105
WD40 repeat	maker-scaffold_14-augustus-gene-2.2
WD40 repeat	maker-scaffold_14-augustus-gene-2.2
WD40 repeat	maker-scaffold_14-augustus-gene-2.2
WD40 repeat	maker-scaffold_14-augustus-gene-2.2
WD40 repeat	maker-scaffold_14-augustus-gene-2.2
WD40 repeat	maker-scaffold_14-augustus-gene-2.2
WD40 repeat	augustus_masked-scaffold_125-processed-gene-0.158
WD40 repeat	augustus_masked-scaffold_125-processed-gene-0.158
WD40 repeat	augustus_masked-scaffold_125-processed-gene-0.158
WD40 repeat	augustus_masked-scaffold_125-processed-gene-0.158
WD40 repeat	augustus_masked-scaffold_125-processed-gene-0.158
WD40 repeat	augustus_masked-scaffold_125-processed-gene-0.158
WD40 repeat	augustus_masked-scaffold_125-processed-gene-0.158
WD40 repeat	augustus_masked-scaffold_125-processed-gene-0.158
WD40 repeat	augustus_masked-scaffold_125-processed-gene-0.158
WD40 repeat	snap_masked-scaffold_115-processed-gene-0.51
WD40 repeat	snap_masked-scaffold_115-processed-gene-0.51
WD40 repeat	snap_masked-scaffold_115-processed-gene-0.51
WD40 repeat	snap_masked-scaffold_115-processed-gene-0.51
WD40 repeat	snap_masked-scaffold_115-processed-gene-0.51
WD40 repeat	snap_masked-scaffold_115-processed-gene-0.51
WD40 repeat	snap_masked-scaffold_115-processed-gene-0.51
WD40 repeat	snap_masked-scaffold_115-processed-gene-0.51
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_191-snap-gene-0.4
WD40 repeat	maker-scaffold_7-snap-gene-3.111
WD40 repeat	maker-scaffold_7-snap-gene-3.111
WD40 repeat	maker-scaffold_7-snap-gene-3.111
WD40 repeat	maker-scaffold_7-snap-gene-3.111
WD40 repeat	maker-scaffold_7-snap-gene-3.111
WD40 repeat	maker-scaffold_7-snap-gene-3.111
WD40 repeat	maker-scaffold_7-snap-gene-3.111
WD40 repeat	maker-scaffold_7-snap-gene-3.111
WD40 repeat	maker-scaffold_7-snap-gene-3.111
WD40 repeat	maker-scaffold_79-snap-gene-0.306
WD40 repeat	maker-scaffold_79-snap-gene-0.306
WD40 repeat	maker-scaffold_79-snap-gene-0.306
WD40 repeat	maker-scaffold_79-snap-gene-0.306
WD40 repeat	maker-scaffold_79-snap-gene-0.306
WD40 repeat	maker-scaffold_79-snap-gene-0.306
WD40 repeat	maker-scaffold_79-snap-gene-0.306
WD40 repeat	maker-scaffold_79-snap-gene-0.306
WD40 repeat	maker-scaffold_79-snap-gene-0.306
WD40 repeat	maker-scaffold_79-snap-gene-0.306
WD40 repeat	augustus_masked-scaffold_1-processed-gene-2.107
WD40 repeat	augustus_masked-scaffold_1-processed-gene-2.107
WD40 repeat	augustus_masked-scaffold_1-processed-gene-2.107
WD40 repeat	augustus_masked-scaffold_1-processed-gene-2.107
WD40 repeat	augustus_masked-scaffold_1-processed-gene-2.107
WD40 repeat	augustus_masked-scaffold_1-processed-gene-2.107
WD40 repeat	augustus_masked-scaffold_1-processed-gene-2.107
WD40 repeat	maker-scaffold_3-augustus-gene-0.0
WD40 repeat	maker-scaffold_3-augustus-gene-0.0
WD40 repeat	maker-scaffold_3-augustus-gene-0.0
WD40 repeat	maker-scaffold_3-augustus-gene-0.0
WD40 repeat	maker-scaffold_56-snap-gene-0.2
WD40 repeat	maker-scaffold_56-snap-gene-0.2
WD40 repeat	maker-scaffold_56-snap-gene-0.2
WD40 repeat	maker-scaffold_56-snap-gene-0.2
WD40 repeat	maker-scaffold_56-snap-gene-0.2
WD40 repeat	maker-scaffold_56-snap-gene-0.2
WD40 repeat	maker-scaffold_56-snap-gene-0.2
WD40 repeat	maker-scaffold_56-snap-gene-0.2
WD40 repeat	maker-scaffold_56-snap-gene-0.2
WD40 repeat	maker-scaffold_56-snap-gene-0.2
WD40 repeat	maker-scaffold_56-snap-gene-0.2
WD40 repeat	maker-scaffold_56-snap-gene-0.2
WD40 repeat	maker-scaffold_56-snap-gene-0.2
WD40 repeat	maker-scaffold_30-snap-gene-1.114
WD40 repeat	maker-scaffold_30-snap-gene-1.114
WD40 repeat	maker-scaffold_30-snap-gene-1.114
WD40 repeat	maker-scaffold_30-snap-gene-1.114
WD40 repeat	maker-scaffold_30-snap-gene-1.114
WD40 repeat	maker-scaffold_30-snap-gene-1.114
WD40 repeat	maker-scaffold_30-snap-gene-1.114
WD40 repeat	maker-scaffold_259-snap-gene-0.65
WD40 repeat	maker-scaffold_259-snap-gene-0.65
WD40 repeat	maker-scaffold_259-snap-gene-0.65
WD40 repeat	maker-scaffold_259-snap-gene-0.65
WD40 repeat	maker-scaffold_259-snap-gene-0.65
WD40 repeat	maker-scaffold_259-snap-gene-0.65
WD40 repeat	snap_masked-scaffold_34-processed-gene-0.36
WD40 repeat	snap_masked-scaffold_34-processed-gene-0.36
WD40 repeat	snap_masked-scaffold_34-processed-gene-0.36
WD40 repeat	maker-scaffold_213-augustus-gene-0.238
WD40 repeat	maker-scaffold_213-augustus-gene-0.238
WD40 repeat	maker-scaffold_213-augustus-gene-0.238
WD40 repeat	maker-scaffold_213-augustus-gene-0.238
WD40 repeat	maker-scaffold_213-augustus-gene-0.238
WD40 repeat	maker-scaffold_213-augustus-gene-0.238
WD40 repeat	maker-scaffold_213-augustus-gene-0.238
WD40 repeat	maker-scaffold_213-augustus-gene-0.238
WD40 repeat	maker-scaffold_213-augustus-gene-0.238
WD40 repeat	augustus_masked-scaffold_73-processed-gene-0.61
WD40 repeat	augustus_masked-scaffold_73-processed-gene-0.61
WD40 repeat	augustus_masked-scaffold_73-processed-gene-0.61
WD40 repeat	augustus_masked-scaffold_73-processed-gene-0.61
WD40 repeat	augustus_masked-scaffold_73-processed-gene-0.61
WD40 repeat	augustus_masked-scaffold_73-processed-gene-0.61
WD40 repeat	augustus_masked-scaffold_73-processed-gene-0.61
WD40 repeat	augustus_masked-scaffold_73-processed-gene-0.61
WD40 repeat	augustus_masked-scaffold_73-processed-gene-0.61
WD40 repeat	augustus_masked-scaffold_73-processed-gene-0.61
WD40 repeat	augustus_masked-scaffold_73-processed-gene-0.61
WD40 repeat	augustus_masked-scaffold_73-processed-gene-0.61
WD40 repeat	maker-scaffold_268-snap-gene-0.60
WD40 repeat	maker-scaffold_268-snap-gene-0.60
WD40 repeat	maker-scaffold_268-snap-gene-0.60
WD40 repeat	maker-scaffold_268-snap-gene-0.60
WD40 repeat	maker-scaffold_268-snap-gene-0.60
WD40 repeat	maker-scaffold_268-snap-gene-0.60
WD40 repeat	maker-scaffold_268-snap-gene-0.60
WD40 repeat	maker-scaffold_61-snap-gene-0.154
WD40 repeat	maker-scaffold_61-snap-gene-0.154
WD40 repeat	maker-scaffold_61-snap-gene-0.154
WD40 repeat	maker-scaffold_61-snap-gene-0.154
WD40 repeat	maker-scaffold_61-snap-gene-0.154
WD40 repeat	maker-scaffold_61-snap-gene-0.154
WD40 repeat	maker-scaffold_61-snap-gene-0.154
WD40 repeat	maker-scaffold_61-snap-gene-0.154
WD40 repeat	maker-scaffold_61-snap-gene-0.154
WD40 repeat	maker-scaffold_61-snap-gene-0.154
WD40 repeat	maker-scaffold_61-snap-gene-0.154
WD40 repeat	maker-scaffold_61-snap-gene-0.154
WD40 repeat	maker-scaffold_61-snap-gene-0.154
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_106-snap-gene-0.158
WD40 repeat	maker-scaffold_63-snap-gene-0.99
WD40 repeat	maker-scaffold_63-snap-gene-0.99
WD40 repeat	maker-scaffold_63-snap-gene-0.99
WD40 repeat	maker-scaffold_63-snap-gene-0.99
WD40 repeat	maker-scaffold_63-snap-gene-0.99
WD40 repeat	maker-scaffold_63-snap-gene-0.99
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	maker-scaffold_5-snap-gene-3.181
WD40 repeat	augustus_masked-scaffold_12-processed-gene-3.133
WD40 repeat	augustus_masked-scaffold_12-processed-gene-3.133
WD40 repeat	augustus_masked-scaffold_12-processed-gene-3.133
WD40 repeat	augustus_masked-scaffold_12-processed-gene-3.133
WD40 repeat	augustus_masked-scaffold_12-processed-gene-3.133
WD40 repeat	augustus_masked-scaffold_12-processed-gene-3.133
WD40 repeat	augustus_masked-scaffold_12-processed-gene-3.133
WD40 repeat	augustus_masked-scaffold_12-processed-gene-3.133
WD40 repeat	augustus_masked-scaffold_12-processed-gene-3.133
WD40 repeat	maker-scaffold_0-snap-gene-2.247
WD40 repeat	maker-scaffold_0-snap-gene-2.247
WD40 repeat	maker-scaffold_0-snap-gene-2.247
WD40 repeat	maker-scaffold_0-snap-gene-2.247
WD40 repeat	maker-scaffold_0-snap-gene-2.247
WD40 repeat	maker-scaffold_0-snap-gene-2.247
WD40 repeat	maker-scaffold_0-snap-gene-2.247
WD40 repeat	maker-scaffold_99-snap-gene-0.124
WD40 repeat	maker-scaffold_99-snap-gene-0.124
WD40 repeat	maker-scaffold_99-snap-gene-0.124
WD40 repeat	maker-scaffold_99-snap-gene-0.124
WD40 repeat	maker-scaffold_99-snap-gene-0.124
WD40 repeat	maker-scaffold_99-snap-gene-0.124
WD40 repeat	augustus_masked-scaffold_61-processed-gene-0.139
WD40 repeat	augustus_masked-scaffold_61-processed-gene-0.139
WD40 repeat	augustus_masked-scaffold_61-processed-gene-0.139
WD40 repeat	augustus_masked-scaffold_61-processed-gene-0.139
WD40 repeat	augustus_masked-scaffold_61-processed-gene-0.139
WD40 repeat	augustus_masked-scaffold_61-processed-gene-0.139
WD40 repeat	augustus_masked-scaffold_61-processed-gene-0.139
WD40 repeat	augustus_masked-scaffold_61-processed-gene-0.139
WD40 repeat	augustus_masked-scaffold_61-processed-gene-0.139
WD40 repeat	augustus_masked-scaffold_61-processed-gene-0.139
WD40 repeat	augustus_masked-scaffold_61-processed-gene-0.139
WD40 repeat	augustus_masked-scaffold_61-processed-gene-0.139
WD40 repeat	maker-scaffold_11-snap-gene-0.84
WD40 repeat	maker-scaffold_11-snap-gene-0.84
WD40 repeat	maker-scaffold_11-snap-gene-0.84
WD40 repeat	maker-scaffold_11-snap-gene-0.84
WD40 repeat	maker-scaffold_11-snap-gene-0.84
WD40 repeat	maker-scaffold_11-snap-gene-0.84
WD40 repeat	maker-scaffold_11-snap-gene-0.84
WD40 repeat	maker-scaffold_11-snap-gene-0.84
WD40 repeat	maker-scaffold_11-snap-gene-0.84
WD40 repeat	maker-scaffold_11-snap-gene-0.84
WD40 repeat	maker-scaffold_11-snap-gene-0.84
WD40 repeat	maker-scaffold_75-snap-gene-0.236
WD40 repeat	maker-scaffold_75-snap-gene-0.236
WD40 repeat	maker-scaffold_75-snap-gene-0.236
WD40 repeat	maker-scaffold_75-snap-gene-0.236
WD40 repeat	maker-scaffold_75-snap-gene-0.236
WD40 repeat	maker-scaffold_75-snap-gene-0.236
WD40 repeat	maker-scaffold_75-snap-gene-0.236
WD40 repeat	maker-scaffold_84-snap-gene-0.305
WD40 repeat	maker-scaffold_84-snap-gene-0.305
WD40 repeat	maker-scaffold_84-snap-gene-0.305
WD40 repeat	maker-scaffold_84-snap-gene-0.305
WD40 repeat	maker-scaffold_84-snap-gene-0.305
WD40 repeat	maker-scaffold_84-snap-gene-0.305
WD40 repeat	maker-scaffold_84-snap-gene-0.305
WD40 repeat	maker-scaffold_84-snap-gene-0.305
WD40 repeat	maker-scaffold_26-augustus-gene-2.237
WD40 repeat	maker-scaffold_26-augustus-gene-2.237
WD40 repeat	maker-scaffold_26-augustus-gene-2.237
WD40 repeat	maker-scaffold_26-augustus-gene-2.237
WD40 repeat	maker-scaffold_26-augustus-gene-2.237
WD40 repeat	augustus_masked-scaffold_197-processed-gene-0.124
WD40 repeat	augustus_masked-scaffold_197-processed-gene-0.124
WD40 repeat	augustus_masked-scaffold_197-processed-gene-0.124
WD40 repeat	augustus_masked-scaffold_197-processed-gene-0.124
WD40 repeat	augustus_masked-scaffold_197-processed-gene-0.124
WD40 repeat	augustus_masked-scaffold_197-processed-gene-0.124
WD40 repeat	augustus_masked-scaffold_197-processed-gene-0.124
WD40 repeat	maker-scaffold_349-snap-gene-0.47
WD40 repeat	maker-scaffold_349-snap-gene-0.47
WD40 repeat	maker-scaffold_349-snap-gene-0.47
WD40 repeat	maker-scaffold_349-snap-gene-0.47
WD40 repeat	maker-scaffold_349-snap-gene-0.47
WD40 repeat	maker-scaffold_349-snap-gene-0.47
WD40 repeat	maker-scaffold_349-snap-gene-0.47
WD40 repeat	maker-scaffold_349-snap-gene-0.47
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	augustus_masked-scaffold_202-processed-gene-0.89
WD40 repeat	maker-scaffold_4-snap-gene-2.50
WD40 repeat	maker-scaffold_4-snap-gene-2.50
WD40 repeat	maker-scaffold_4-snap-gene-2.50
WD40 repeat	maker-scaffold_4-snap-gene-2.50
WD40 repeat	maker-scaffold_4-snap-gene-2.50
WD40 repeat	maker-scaffold_29-augustus-gene-2.176
WD40 repeat	maker-scaffold_29-augustus-gene-2.176
WD40 repeat	maker-scaffold_29-augustus-gene-2.176
WD40 repeat	maker-scaffold_29-augustus-gene-2.176
WD40 repeat	maker-scaffold_29-augustus-gene-2.176
WD40 repeat	maker-scaffold_29-augustus-gene-2.176
WD40 repeat	maker-scaffold_29-augustus-gene-2.176
WD40 repeat	maker-scaffold_29-augustus-gene-2.176
WD40 repeat	maker-scaffold_29-augustus-gene-2.176
WD40 repeat	maker-scaffold_29-augustus-gene-2.176
WD40 repeat	maker-scaffold_29-augustus-gene-2.176
WD40 repeat	maker-scaffold_29-augustus-gene-2.176
WD40 repeat	maker-scaffold_29-augustus-gene-2.176
WD40 repeat	augustus_masked-scaffold_116-processed-gene-0.77
WD40 repeat	augustus_masked-scaffold_116-processed-gene-0.77
WD40 repeat	augustus_masked-scaffold_116-processed-gene-0.77
WD40 repeat	augustus_masked-scaffold_116-processed-gene-0.77
WD40 repeat	augustus_masked-scaffold_116-processed-gene-0.77
WD40 repeat	augustus_masked-scaffold_116-processed-gene-0.77
WD40 repeat	augustus_masked-scaffold_116-processed-gene-0.77
WD40 repeat	augustus_masked-scaffold_116-processed-gene-0.77
WD40 repeat	augustus_masked-scaffold_116-processed-gene-0.77
WD40 repeat	maker-scaffold_9-snap-gene-1.118
WD40 repeat	maker-scaffold_9-snap-gene-1.118
WD40 repeat	maker-scaffold_9-snap-gene-1.118
WD40 repeat	augustus_masked-scaffold_99-processed-gene-0.285
WD40 repeat	augustus_masked-scaffold_99-processed-gene-0.285
WD40 repeat	augustus_masked-scaffold_99-processed-gene-0.285
WD40 repeat	augustus_masked-scaffold_99-processed-gene-0.285
WD40 repeat	augustus_masked-scaffold_99-processed-gene-0.285
WD40 repeat	augustus_masked-scaffold_99-processed-gene-0.285
WD40 repeat	augustus_masked-scaffold_99-processed-gene-0.285
WD40 repeat	augustus_masked-scaffold_99-processed-gene-0.285
WD40 repeat	augustus_masked-scaffold_99-processed-gene-0.285
WD40 repeat	augustus_masked-scaffold_99-processed-gene-0.285
WD40 repeat	augustus_masked-scaffold_99-processed-gene-0.285
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_418-snap-gene-0.24
WD40 repeat	maker-scaffold_190-snap-gene-0.12
WD40 repeat	maker-scaffold_190-snap-gene-0.12
WD40 repeat	maker-scaffold_190-snap-gene-0.12
WD40 repeat	maker-scaffold_190-snap-gene-0.12
WD40 repeat	maker-scaffold_190-snap-gene-0.12
WD40 repeat	maker-scaffold_190-snap-gene-0.12
